x_km,y_km,month,wind_ms
36,68,4,8.2
37,68,4,7.48
38,68,4,8.89
39,68,4,7.81
40,68,4,7.34
41,68,4,7.32
42,68,4,6.09
43,68,4,7.77
44,68,4,7.61
45,68,4,7.4
46,68,4,7.68
47,68,4,8.37
48,68,4,6.69
49,68,4,8.49
50,68,4,6.72
51,68,4,7.54
52,68,4,5.98
53,68,4,8.11
54,68,4,7.25
55,68,4,7.89
56,68,4,7.37
57,68,4,5.99
58,68,4,6.58
59,68,4,9.01
60,68,4,7.53
61,68,4,7.04
62,68,4,7.89
63,68,4,7.68
64,68,4,6.31
65,68,4,7.0
66,68,4,6.08
67,68,4,6.09
68,68,4,4.86
69,68,4,6.89
70,68,4,6.45
71,68,4,6.57
72,68,4,7.95
73,68,4,5.92
74,68,4,6.9
75,68,4,5.95
76,68,4,7.48
77,68,4,4.94
78,68,4,6.88
79,68,4,6.84
80,68,4,6.52
81,68,4,5.07
82,68,4,6.87
83,68,4,7.61
84,68,4,6.63
85,68,4,5.1
86,68,4,8.07
87,68,4,7.11
88,68,4,6.43
89,68,4,6.79
90,68,4,7.59
91,68,4,7.58
92,68,4,6.2
93,68,4,4.61
94,68,4,6.66
95,68,4,6.5
96,68,4,4.53
97,68,4,7.09
98,68,4,6.63
99,68,4,9.59
0,69,4,8.28
1,69,4,7.98
2,69,4,6.85
3,69,4,7.94
4,69,4,7.74
5,69,4,8.22
6,69,4,7.05
7,69,4,6.19
8,69,4,6.85
9,69,4,8.06
10,69,4,9.54
11,69,4,8.23
12,69,4,8.65
13,69,4,7.66
14,69,4,8.18
15,69,4,9.93
16,69,4,8.41
17,69,4,7.81
18,69,4,9.06
19,69,4,7.99
20,69,4,8.45
21,69,4,10.45
22,69,4,8.39
23,69,4,10.06
24,69,4,9.45
25,69,4,9.21
26,69,4,7.52
27,69,4,9.56
28,69,4,8.32
29,69,4,8.74
30,69,4,8.98
31,69,4,7.6
32,69,4,9.18
33,69,4,8.21
34,69,4,7.84
35,69,4,8.44
36,69,4,8.83
37,69,4,7.7
38,69,4,9.19
39,69,4,8.19
40,69,4,6.93
41,69,4,6.69
42,69,4,8.2
43,69,4,8.08
44,69,4,6.02
45,69,4,7.93
46,69,4,7.54
47,69,4,8.58
48,69,4,7.13
49,69,4,6.63
50,69,4,6.53
51,69,4,7.7
52,69,4,8.0
53,69,4,7.93
54,69,4,6.08
55,69,4,6.32
56,69,4,8.26
57,69,4,7.39
58,69,4,6.83
59,69,4,6.51
60,69,4,6.16
61,69,4,6.42
62,69,4,8.46
63,69,4,4.53
64,69,4,6.62
65,69,4,6.77
66,69,4,7.32
67,69,4,6.57
68,69,4,7.43
69,69,4,6.3
70,69,4,7.85
71,69,4,7.51
72,69,4,6.72
73,69,4,5.71
74,69,4,5.92
75,69,4,7.79
76,69,4,8.13
77,69,4,7.61
78,69,4,6.6
79,69,4,7.65
80,69,4,6.69
81,69,4,6.05
82,69,4,5.83
83,69,4,6.15
84,69,4,6.12
85,69,4,7.25
86,69,4,7.71
87,69,4,6.0
88,69,4,6.98
89,69,4,6.93
90,69,4,7.04
91,69,4,7.7
92,69,4,7.25
93,69,4,7.28
94,69,4,6.17
95,69,4,5.21
96,69,4,7.6
97,69,4,5.56
98,69,4,6.06
99,69,4,6.79
0,70,4,7.63
1,70,4,5.38
2,70,4,6.89
3,70,4,9.31
4,70,4,9.42
5,70,4,6.72
6,70,4,7.06
7,70,4,7.32
8,70,4,8.65
9,70,4,8.21
10,70,4,8.06
11,70,4,7.29
12,70,4,6.9
13,70,4,9.52
14,70,4,7.95
15,70,4,8.65
16,70,4,7.94
17,70,4,9.06
18,70,4,8.23
19,70,4,8.82
20,70,4,10.12
21,70,4,8.54
22,70,4,9.65
23,70,4,10.16
24,70,4,9.26
25,70,4,9.29
26,70,4,9.7
27,70,4,8.63
28,70,4,7.56
29,70,4,7.97
30,70,4,10.65
31,70,4,8.52
32,70,4,8.58
33,70,4,10.47
34,70,4,8.5
35,70,4,10.16
36,70,4,8.8
37,70,4,9.97
38,70,4,8.21
39,70,4,8.76
40,70,4,6.8
41,70,4,8.08
42,70,4,7.28
43,70,4,10.18
44,70,4,8.33
45,70,4,7.92
46,70,4,8.47
47,70,4,8.54
48,70,4,7.03
49,70,4,7.0
50,70,4,8.0
51,70,4,8.21
52,70,4,6.84
53,70,4,7.67
54,70,4,7.85
55,70,4,7.21
56,70,4,6.3
57,70,4,7.77
58,70,4,6.66
59,70,4,7.73
60,70,4,6.75
61,70,4,6.95
62,70,4,7.04
63,70,4,6.65
64,70,4,9.06
65,70,4,6.65
66,70,4,4.19
67,70,4,6.34
68,70,4,8.36
69,70,4,7.08
70,70,4,7.36
71,70,4,8.17
72,70,4,7.68
73,70,4,7.73
74,70,4,7.82
75,70,4,6.18
76,70,4,6.16
77,70,4,5.72
78,70,4,6.81
79,70,4,6.43
80,70,4,5.6
81,70,4,7.45
82,70,4,6.26
83,70,4,7.58
84,70,4,6.18
85,70,4,5.31
86,70,4,7.8
87,70,4,5.2
88,70,4,6.28
89,70,4,6.12
90,70,4,6.97
91,70,4,8.85
92,70,4,5.53
93,70,4,5.84
94,70,4,7.19
95,70,4,6.33
96,70,4,5.64
97,70,4,6.59
98,70,4,7.28
99,70,4,7.92
0,71,4,8.68
1,71,4,7.27
2,71,4,5.8
3,71,4,7.53
4,71,4,7.08
5,71,4,7.49
6,71,4,7.1
7,71,4,9.14
8,71,4,8.5
9,71,4,7.71
10,71,4,8.76
11,71,4,9.21
12,71,4,8.49
13,71,4,8.87
14,71,4,8.61
15,71,4,9.02
16,71,4,8.31
17,71,4,8.33
18,71,4,8.09
19,71,4,9.81
20,71,4,8.64
21,71,4,8.41
22,71,4,9.6
23,71,4,11.18
24,71,4,10.56
25,71,4,8.8
26,71,4,10.33
27,71,4,11.02
28,71,4,8.34
29,71,4,8.15
30,71,4,10.76
31,71,4,7.77
32,71,4,8.0
33,71,4,8.49
34,71,4,8.63
35,71,4,7.79
36,71,4,8.61
37,71,4,9.09
38,71,4,6.41
39,71,4,8.13
40,71,4,7.39
41,71,4,9.31
42,71,4,7.13
43,71,4,5.61
44,71,4,7.85
45,71,4,8.78
46,71,4,9.39
47,71,4,7.78
48,71,4,7.47
49,71,4,8.26
50,71,4,7.01
51,71,4,7.11
52,71,4,6.67
53,71,4,6.52
54,71,4,7.84
55,71,4,5.8
56,71,4,6.29
57,71,4,7.54
58,71,4,7.76
59,71,4,7.72
60,71,4,7.06
61,71,4,6.63
62,71,4,5.28
63,71,4,5.97
64,71,4,6.27
65,71,4,7.21
66,71,4,7.36
67,71,4,5.5
68,71,4,6.95
69,71,4,6.68
70,71,4,6.32
71,71,4,5.91
72,71,4,6.71
73,71,4,7.06
74,71,4,5.4
75,71,4,5.43
76,71,4,7.55
77,71,4,6.67
78,71,4,6.29
79,71,4,6.12
80,71,4,6.92
81,71,4,6.26
82,71,4,5.3
83,71,4,5.87
84,71,4,5.31
85,71,4,6.1
86,71,4,5.99
87,71,4,7.82
88,71,4,4.39
89,71,4,5.91
90,71,4,4.87
91,71,4,7.66
92,71,4,7.81
93,71,4,6.35
94,71,4,7.79
95,71,4,5.42
96,71,4,5.6
97,71,4,6.77
98,71,4,7.51
99,71,4,7.03
0,72,4,5.69
1,72,4,8.4
2,72,4,8.47
3,72,4,7.23
4,72,4,9.82
5,72,4,7.81
6,72,4,6.76
7,72,4,7.01
8,72,4,7.41
9,72,4,7.73
10,72,4,8.39
11,72,4,8.02
12,72,4,8.27
13,72,4,9.24
14,72,4,8.01
15,72,4,9.58
16,72,4,9.4
17,72,4,7.93
18,72,4,10.12
19,72,4,11.11
20,72,4,9.67
21,72,4,8.48
22,72,4,8.15
23,72,4,9.65
24,72,4,9.83
25,72,4,9.39
26,72,4,9.45
27,72,4,9.99
28,72,4,10.37
29,72,4,8.2
30,72,4,10.0
31,72,4,9.42
32,72,4,8.29
33,72,4,10.47
34,72,4,7.3
35,72,4,8.03
36,72,4,8.11
37,72,4,7.46
38,72,4,8.03
39,72,4,7.9
40,72,4,9.62
41,72,4,8.25
42,72,4,8.55
43,72,4,6.37
44,72,4,8.73
45,72,4,8.32
46,72,4,8.64
47,72,4,7.21
48,72,4,6.97
49,72,4,6.9
50,72,4,5.9
51,72,4,8.36
52,72,4,7.3
53,72,4,6.67
54,72,4,7.54
55,72,4,8.26
56,72,4,7.95
57,72,4,5.67
58,72,4,7.81
59,72,4,7.06
60,72,4,5.98
61,72,4,7.23
62,72,4,7.71
63,72,4,6.82
64,72,4,6.3
65,72,4,6.59
66,72,4,5.79
67,72,4,6.08
68,72,4,6.32
69,72,4,6.5
70,72,4,7.59
71,72,4,7.06
72,72,4,7.11
73,72,4,6.2
74,72,4,7.49
75,72,4,7.87
76,72,4,8.33
77,72,4,7.96
78,72,4,6.82
79,72,4,5.78
80,72,4,7.33
81,72,4,6.51
82,72,4,6.27
83,72,4,6.73
84,72,4,7.42
85,72,4,5.85
86,72,4,6.41
87,72,4,6.59
88,72,4,7.37
89,72,4,6.59
90,72,4,4.53
91,72,4,5.76
92,72,4,5.81
93,72,4,4.58
94,72,4,7.7
95,72,4,6.26
96,72,4,6.62
97,72,4,5.99
98,72,4,6.97
99,72,4,5.52
0,73,4,8.53
1,73,4,8.86
2,73,4,8.62
3,73,4,8.01
4,73,4,7.57
5,73,4,7.68
6,73,4,8.05
7,73,4,8.01
8,73,4,7.83
9,73,4,8.56
10,73,4,6.83
11,73,4,8.23
12,73,4,7.53
13,73,4,9.87
14,73,4,8.58
15,73,4,8.84
16,73,4,11.99
17,73,4,10.22
18,73,4,10.22
19,73,4,8.09
20,73,4,10.3
21,73,4,10.85
22,73,4,10.06
23,73,4,9.26
24,73,4,9.94
25,73,4,8.39
26,73,4,8.99
27,73,4,9.45
28,73,4,11.17
29,73,4,8.1
30,73,4,10.7
31,73,4,10.08
32,73,4,7.65
33,73,4,9.31
34,73,4,8.56
35,73,4,6.61
36,73,4,11.15
37,73,4,8.87
38,73,4,8.79
39,73,4,8.56
40,73,4,9.54
41,73,4,8.52
42,73,4,8.24
43,73,4,9.52
44,73,4,8.7
45,73,4,6.68
46,73,4,7.97
47,73,4,7.13
48,73,4,7.15
49,73,4,5.79
50,73,4,6.04
51,73,4,8.35
52,73,4,6.5
53,73,4,7.88
54,73,4,7.68
55,73,4,7.38
56,73,4,7.77
57,73,4,6.38
58,73,4,7.46
59,73,4,7.13
60,73,4,7.64
61,73,4,6.74
62,73,4,7.16
63,73,4,6.7
64,73,4,7.6
65,73,4,5.58
66,73,4,6.79
67,73,4,6.36
68,73,4,6.12
69,73,4,6.35
70,73,4,6.47
71,73,4,6.04
72,73,4,7.33
73,73,4,6.26
74,73,4,5.25
75,73,4,6.87
76,73,4,6.52
77,73,4,6.84
78,73,4,6.72
79,73,4,5.13
80,73,4,6.83
81,73,4,6.89
82,73,4,6.11
83,73,4,6.47
84,73,4,7.17
85,73,4,6.34
86,73,4,7.35
87,73,4,7.03
88,73,4,6.84
89,73,4,7.03
90,73,4,7.83
91,73,4,7.33
92,73,4,6.12
93,73,4,7.66
94,73,4,6.02
95,73,4,6.11
96,73,4,7.79
97,73,4,6.52
98,73,4,7.96
99,73,4,5.83
0,74,4,6.74
1,74,4,7.39
2,74,4,7.47
3,74,4,7.83
4,74,4,7.71
5,74,4,9.03
6,74,4,7.7
7,74,4,6.48
8,74,4,7.14
9,74,4,7.65
10,74,4,8.05
11,74,4,7.15
12,74,4,8.2
13,74,4,7.27
14,74,4,9.1
15,74,4,7.65
16,74,4,9.88
17,74,4,9.8
18,74,4,8.26
19,74,4,9.84
20,74,4,9.69
21,74,4,10.2
22,74,4,10.18
23,74,4,9.64
24,74,4,8.18
25,74,4,10.31
26,74,4,7.75
27,74,4,9.8
28,74,4,10.38
29,74,4,10.59
30,74,4,9.99
31,74,4,11.68
32,74,4,10.34
33,74,4,8.47
34,74,4,7.79
35,74,4,7.79
36,74,4,8.03
37,74,4,8.85
38,74,4,9.27
39,74,4,8.86
40,74,4,8.44
41,74,4,6.64
42,74,4,6.44
43,74,4,8.85
44,74,4,6.32
45,74,4,8.93
46,74,4,6.9
47,74,4,7.75
48,74,4,8.1
49,74,4,8.33
50,74,4,7.72
51,74,4,5.46
52,74,4,7.12
53,74,4,7.86
54,74,4,8.49
55,74,4,8.24
56,74,4,9.34
57,74,4,9.19
58,74,4,7.19
59,74,4,6.85
60,74,4,6.74
61,74,4,7.45
62,74,4,7.48
63,74,4,5.88
64,74,4,6.72
65,74,4,3.48
66,74,4,6.78
67,74,4,8.61
68,74,4,6.64
69,74,4,7.17
70,74,4,7.67
71,74,4,6.25
72,74,4,6.59
73,74,4,5.82
74,74,4,7.17
75,74,4,6.09
76,74,4,6.72
77,74,4,5.67
78,74,4,7.22
79,74,4,8.17
80,74,4,6.22
81,74,4,4.33
82,74,4,5.07
83,74,4,7.34
84,74,4,7.72
85,74,4,7.59
86,74,4,5.89
87,74,4,5.97
88,74,4,7.54
89,74,4,4.88
90,74,4,5.38
91,74,4,6.16
92,74,4,9.5
93,74,4,9.03
94,74,4,5.02
95,74,4,6.85
96,74,4,7.18
97,74,4,4.74
98,74,4,7.25
99,74,4,8.09
0,75,4,6.47
1,75,4,6.41
2,75,4,7.4
3,75,4,8.14
4,75,4,6.82
5,75,4,7.9
6,75,4,7.28
7,75,4,7.36
8,75,4,7.67
9,75,4,9.08
10,75,4,7.8
11,75,4,8.23
12,75,4,8.16
13,75,4,9.08
14,75,4,8.99
15,75,4,10.05
16,75,4,11.36
17,75,4,10.51
18,75,4,9.53
19,75,4,10.31
20,75,4,8.0
21,75,4,9.67
22,75,4,10.15
23,75,4,11.13
24,75,4,9.58
25,75,4,10.23
26,75,4,10.65
27,75,4,10.04
28,75,4,9.89
29,75,4,11.0
30,75,4,9.5
31,75,4,8.97
32,75,4,9.4
33,75,4,9.25
34,75,4,8.75
35,75,4,8.32
36,75,4,9.04
37,75,4,8.06
38,75,4,7.73
39,75,4,8.44
40,75,4,7.05
41,75,4,6.63
42,75,4,7.65
43,75,4,7.24
44,75,4,6.63
45,75,4,6.88
46,75,4,8.21
47,75,4,7.05
48,75,4,6.6
49,75,4,7.79
50,75,4,7.73
51,75,4,7.8
52,75,4,7.24
53,75,4,6.29
54,75,4,7.67
55,75,4,6.5
56,75,4,7.74
57,75,4,6.11
58,75,4,7.9
59,75,4,6.87
60,75,4,6.46
61,75,4,8.05
62,75,4,6.02
63,75,4,7.32
64,75,4,5.67
65,75,4,5.96
66,75,4,7.79
67,75,4,6.11
68,75,4,6.64
69,75,4,4.91
70,75,4,8.67
71,75,4,7.22
72,75,4,7.75
73,75,4,6.79
74,75,4,7.66
75,75,4,5.5
76,75,4,8.33
77,75,4,6.19
78,75,4,7.54
79,75,4,6.92
80,75,4,6.21
81,75,4,6.48
82,75,4,5.8
83,75,4,7.72
84,75,4,7.1
85,75,4,8.19
86,75,4,6.97
87,75,4,6.05
88,75,4,5.43
89,75,4,7.18
90,75,4,5.13
91,75,4,6.39
92,75,4,7.96
93,75,4,6.19
94,75,4,5.86
95,75,4,7.17
96,75,4,7.31
97,75,4,7.23
98,75,4,8.42
99,75,4,7.58
0,76,4,8.96
1,76,4,7.63
2,76,4,6.96
3,76,4,6.77
4,76,4,7.31
5,76,4,6.92
6,76,4,7.89
7,76,4,7.97
8,76,4,7.65
9,76,4,9.52
10,76,4,8.88
11,76,4,7.42
12,76,4,6.58
13,76,4,8.43
14,76,4,9.48
15,76,4,9.0
16,76,4,7.99
17,76,4,7.58
18,76,4,10.8
19,76,4,9.86
20,76,4,9.81
21,76,4,9.56
22,76,4,9.16
23,76,4,9.66
24,76,4,8.07
25,76,4,10.24
26,76,4,8.94
27,76,4,8.19
28,76,4,10.27
29,76,4,10.2
30,76,4,9.53
31,76,4,8.49
32,76,4,8.51
33,76,4,10.14
34,76,4,9.39
35,76,4,9.69
36,76,4,7.58
37,76,4,8.53
38,76,4,8.69
39,76,4,8.96
40,76,4,10.39
41,76,4,7.63
42,76,4,7.96
43,76,4,8.77
44,76,4,8.22
45,76,4,7.58
46,76,4,6.58
47,76,4,6.29
48,76,4,9.85
49,76,4,8.15
50,76,4,8.26
51,76,4,6.94
52,76,4,6.92
53,76,4,8.07
54,76,4,5.56
55,76,4,7.78
56,76,4,7.44
57,76,4,6.72
58,76,4,7.73
59,76,4,6.43
60,76,4,7.3
61,76,4,7.62
62,76,4,5.74
63,76,4,7.26
64,76,4,4.82
65,76,4,6.99
66,76,4,6.42
67,76,4,6.22
68,76,4,8.08
69,76,4,7.61
70,76,4,8.28
71,76,4,7.32
72,76,4,6.98
73,76,4,6.31
74,76,4,7.01
75,76,4,7.03
76,76,4,6.97
77,76,4,7.09
78,76,4,5.62
79,76,4,6.41
80,76,4,5.77
81,76,4,5.49
82,76,4,6.86
83,76,4,6.89
84,76,4,6.71
85,76,4,6.29
86,76,4,6.32
87,76,4,6.68
88,76,4,7.25
89,76,4,6.74
90,76,4,7.46
91,76,4,7.54
92,76,4,8.7
93,76,4,6.83
94,76,4,7.84
95,76,4,5.45
96,76,4,7.14
97,76,4,6.83
98,76,4,7.09
99,76,4,6.06
0,77,4,7.54
1,77,4,7.54
2,77,4,8.29
3,77,4,7.83
4,77,4,8.4
5,77,4,8.74
6,77,4,7.43
7,77,4,7.93
8,77,4,7.16
9,77,4,7.7
10,77,4,7.61
11,77,4,7.04
12,77,4,10.76
13,77,4,9.0
14,77,4,9.78
15,77,4,9.42
16,77,4,9.99
17,77,4,8.47
18,77,4,9.34
19,77,4,8.08
20,77,4,9.89
21,77,4,10.13
22,77,4,10.07
23,77,4,10.97
24,77,4,10.75
25,77,4,10.14
26,77,4,9.48
27,77,4,11.88
28,77,4,10.32
29,77,4,10.53
30,77,4,10.03
31,77,4,9.25
32,77,4,9.35
33,77,4,9.38
34,77,4,8.9
35,77,4,9.47
36,77,4,7.96
37,77,4,8.1
38,77,4,9.5
39,77,4,6.81
40,77,4,8.34
41,77,4,8.54
42,77,4,8.32
43,77,4,9.45
44,77,4,8.47
45,77,4,6.87
46,77,4,8.41
47,77,4,6.71
48,77,4,6.92
49,77,4,6.83
50,77,4,7.59
51,77,4,8.07
52,77,4,8.87
53,77,4,9.73
54,77,4,8.64
55,77,4,8.03
56,77,4,7.84
57,77,4,6.51
58,77,4,7.4
59,77,4,7.13
60,77,4,8.06
61,77,4,6.93
62,77,4,7.5
63,77,4,6.96
64,77,4,7.15
65,77,4,6.37
66,77,4,7.18
67,77,4,5.44
68,77,4,5.77
69,77,4,6.23
70,77,4,5.29
71,77,4,5.86
72,77,4,6.93
73,77,4,7.31
74,77,4,6.51
75,77,4,7.8
76,77,4,5.84
77,77,4,6.99
78,77,4,7.23
79,77,4,6.2
80,77,4,6.4
81,77,4,5.8
82,77,4,5.96
83,77,4,5.92
84,77,4,7.1
85,77,4,6.78
86,77,4,7.38
87,77,4,8.32
88,77,4,6.0
89,77,4,5.74
90,77,4,6.67
91,77,4,6.22
92,77,4,5.72
93,77,4,5.49
94,77,4,7.83
95,77,4,7.05
96,77,4,5.93
97,77,4,7.19
98,77,4,6.93
99,77,4,8.03
0,78,4,7.28
1,78,4,5.83
2,78,4,6.07
3,78,4,5.74
4,78,4,8.08
5,78,4,6.53
6,78,4,8.59
7,78,4,7.7
8,78,4,7.29
9,78,4,7.53
10,78,4,9.07
11,78,4,9.05
12,78,4,9.17
13,78,4,6.78
14,78,4,9.45
15,78,4,9.92
16,78,4,10.02
17,78,4,8.54
18,78,4,9.71
19,78,4,10.37
20,78,4,10.41
21,78,4,10.37
22,78,4,9.47
23,78,4,9.45
24,78,4,9.46
25,78,4,10.24
26,78,4,10.0
27,78,4,10.23
28,78,4,11.37
29,78,4,9.12
30,78,4,9.72
31,78,4,9.74
32,78,4,11.75
33,78,4,9.13
34,78,4,9.83
35,78,4,9.77
36,78,4,9.2
37,78,4,9.45
38,78,4,9.01
39,78,4,8.19
40,78,4,8.5
41,78,4,7.35
42,78,4,8.29
43,78,4,8.35
44,78,4,7.92
45,78,4,7.86
46,78,4,8.21
47,78,4,9.33
48,78,4,7.18
49,78,4,6.49
50,78,4,5.58
51,78,4,5.37
52,78,4,6.46
53,78,4,6.7
54,78,4,6.3
55,78,4,7.21
56,78,4,7.42
57,78,4,7.55
58,78,4,8.13
59,78,4,8.02
60,78,4,7.25
61,78,4,5.36
62,78,4,6.26
63,78,4,5.74
64,78,4,6.49
65,78,4,7.01
66,78,4,7.97
67,78,4,6.52
68,78,4,6.11
69,78,4,7.21
70,78,4,6.31
71,78,4,4.93
72,78,4,7.17
73,78,4,7.14
74,78,4,7.74
75,78,4,6.27
76,78,4,5.81
77,78,4,4.28
78,78,4,6.83
79,78,4,5.73
80,78,4,6.74
81,78,4,6.38
82,78,4,5.96
83,78,4,5.47
84,78,4,7.33
85,78,4,6.76
86,78,4,7.06
87,78,4,6.65
88,78,4,6.35
89,78,4,7.37
90,78,4,6.5
91,78,4,6.22
92,78,4,6.02
93,78,4,8.47
94,78,4,7.42
95,78,4,6.73
96,78,4,5.45
97,78,4,6.13
98,78,4,6.3
99,78,4,7.98
0,79,4,8.53
1,79,4,6.7
2,79,4,6.54
3,79,4,7.17
4,79,4,8.41
5,79,4,7.51
6,79,4,5.65
7,79,4,8.03
8,79,4,9.43
9,79,4,7.29
10,79,4,6.67
11,79,4,8.43
12,79,4,8.5
13,79,4,9.09
14,79,4,8.66
15,79,4,9.19
16,79,4,8.8
17,79,4,9.41
18,79,4,9.86
19,79,4,10.46
20,79,4,9.85
21,79,4,10.86
22,79,4,9.5
23,79,4,10.87
24,79,4,10.17
25,79,4,8.26
26,79,4,9.11
27,79,4,8.69
28,79,4,11.37
29,79,4,9.13
30,79,4,9.83
31,79,4,9.08
32,79,4,9.03
33,79,4,9.21
34,79,4,9.23
35,79,4,9.84
36,79,4,8.77
37,79,4,9.57
38,79,4,9.15
39,79,4,10.15
40,79,4,7.02
41,79,4,9.92
42,79,4,7.37
43,79,4,7.16
44,79,4,7.13
45,79,4,8.57
46,79,4,6.89
47,79,4,7.61
48,79,4,5.53
49,79,4,7.06
50,79,4,9.13
51,79,4,7.53
52,79,4,7.41
53,79,4,8.6
54,79,4,8.9
55,79,4,5.86
56,79,4,7.4
57,79,4,6.54
58,79,4,6.71
59,79,4,6.51
60,79,4,6.7
61,79,4,5.15
62,79,4,7.02
63,79,4,7.19
64,79,4,5.19
65,79,4,7.06
66,79,4,7.36
67,79,4,7.24
68,79,4,7.24
69,79,4,8.12
70,79,4,7.53
71,79,4,5.32
72,79,4,5.88
73,79,4,5.4
74,79,4,5.37
75,79,4,6.58
76,79,4,6.62
77,79,4,6.17
78,79,4,5.87
79,79,4,6.77
80,79,4,6.13
81,79,4,6.33
82,79,4,6.04
83,79,4,5.78
84,79,4,6.88
85,79,4,6.79
86,79,4,7.14
87,79,4,5.62
88,79,4,5.82
89,79,4,6.53
90,79,4,8.64
91,79,4,4.97
92,79,4,8.26
93,79,4,6.14
94,79,4,6.07
95,79,4,5.58
96,79,4,9.14
97,79,4,7.02
98,79,4,6.66
99,79,4,7.2
0,80,4,7.06
1,80,4,5.71
2,80,4,7.64
3,80,4,7.5
4,80,4,9.16
5,80,4,7.44
6,80,4,8.57
7,80,4,8.18
8,80,4,7.48
9,80,4,7.61
10,80,4,7.68
11,80,4,7.44
12,80,4,8.77
13,80,4,9.47
14,80,4,8.47
15,80,4,10.34
16,80,4,10.38
17,80,4,8.37
18,80,4,10.2
19,80,4,10.15
20,80,4,11.3
21,80,4,11.14
22,80,4,11.2
23,80,4,12.36
24,80,4,9.41
25,80,4,9.87
26,80,4,11.28
27,80,4,9.94
28,80,4,9.63
29,80,4,8.67
30,80,4,10.49
31,80,4,9.79
32,80,4,9.86
33,80,4,10.43
34,80,4,9.16
35,80,4,9.36
36,80,4,8.58
37,80,4,8.86
38,80,4,8.46
39,80,4,9.32
40,80,4,9.23
41,80,4,8.88
42,80,4,7.95
43,80,4,8.2
44,80,4,7.43
45,80,4,6.85
46,80,4,7.19
47,80,4,8.38
48,80,4,7.91
49,80,4,6.33
50,80,4,8.77
51,80,4,7.49
52,80,4,9.54
53,80,4,7.07
54,80,4,7.35
55,80,4,5.67
56,80,4,7.12
57,80,4,7.67
58,80,4,7.94
59,80,4,6.35
60,80,4,6.87
61,80,4,7.07
62,80,4,5.33
63,80,4,7.01
64,80,4,5.4
65,80,4,6.78
66,80,4,6.39
67,80,4,7.59
68,80,4,7.19
69,80,4,5.3
70,80,4,4.14
71,80,4,6.19
72,80,4,6.29
73,80,4,7.06
74,80,4,4.43
75,80,4,5.23
76,80,4,6.41
77,80,4,7.07
78,80,4,5.84
79,80,4,5.56
80,80,4,4.98
81,80,4,5.08
82,80,4,6.83
83,80,4,6.42
84,80,4,8.02
85,80,4,6.53
86,80,4,7.08
87,80,4,5.1
88,80,4,7.41
89,80,4,7.03
90,80,4,8.53
91,80,4,6.19
92,80,4,7.55
93,80,4,5.59
94,80,4,4.96
95,80,4,6.25
96,80,4,7.24
97,80,4,7.31
98,80,4,6.51
99,80,4,6.43
0,81,4,8.08
1,81,4,7.53
2,81,4,8.28
3,81,4,7.7
4,81,4,6.64
5,81,4,5.35
6,81,4,8.47
7,81,4,8.87
8,81,4,9.72
9,81,4,7.68
10,81,4,8.98
11,81,4,8.33
12,81,4,8.25
13,81,4,9.62
14,81,4,8.55
15,81,4,9.52
16,81,4,9.34
17,81,4,9.74
18,81,4,8.05
19,81,4,8.7
20,81,4,9.69
21,81,4,10.69
22,81,4,9.44
23,81,4,9.87
24,81,4,9.57
25,81,4,10.3
26,81,4,10.01
27,81,4,9.36
28,81,4,10.85
29,81,4,12.07
30,81,4,10.65
31,81,4,9.5
32,81,4,9.03
33,81,4,8.7
34,81,4,10.3
35,81,4,8.0
36,81,4,9.37
37,81,4,9.35
38,81,4,9.52
39,81,4,8.52
40,81,4,10.62
41,81,4,7.49
42,81,4,7.12
43,81,4,7.25
44,81,4,8.24
45,81,4,8.18
46,81,4,7.73
47,81,4,6.41
48,81,4,7.77
49,81,4,6.73
50,81,4,7.55
51,81,4,6.23
52,81,4,6.51
53,81,4,6.53
54,81,4,7.86
55,81,4,7.99
56,81,4,5.48
57,81,4,6.32
58,81,4,8.01
59,81,4,7.31
60,81,4,6.65
61,81,4,6.72
62,81,4,6.5
63,81,4,7.49
64,81,4,7.61
65,81,4,6.67
66,81,4,7.7
67,81,4,7.05
68,81,4,7.71
69,81,4,6.52
70,81,4,7.17
71,81,4,6.13
72,81,4,4.54
73,81,4,6.25
74,81,4,4.87
75,81,4,6.44
76,81,4,5.77
77,81,4,8.33
78,81,4,5.0
79,81,4,6.31
80,81,4,5.3
81,81,4,6.01
82,81,4,6.25
83,81,4,5.93
84,81,4,7.1
85,81,4,5.39
86,81,4,6.89
87,81,4,5.99
88,81,4,6.38
89,81,4,7.76
90,81,4,6.46
91,81,4,7.27
92,81,4,7.7
93,81,4,7.69
94,81,4,7.9
95,81,4,6.4
96,81,4,5.96
97,81,4,7.9
98,81,4,7.81
99,81,4,4.84
0,82,4,7.3
1,82,4,7.3
2,82,4,7.02
3,82,4,7.64
4,82,4,7.86
5,82,4,9.49
6,82,4,6.14
7,82,4,7.93
8,82,4,7.86
9,82,4,9.15
10,82,4,7.57
11,82,4,7.91
12,82,4,8.49
13,82,4,8.11
14,82,4,8.17
15,82,4,8.88
16,82,4,8.84
17,82,4,9.95
18,82,4,9.17
19,82,4,10.93
20,82,4,10.21
21,82,4,9.47
22,82,4,10.15
23,82,4,11.16
24,82,4,9.81
25,82,4,11.04
26,82,4,8.72
27,82,4,10.31
28,82,4,10.12
29,82,4,12.11
30,82,4,8.84
31,82,4,11.75
32,82,4,9.83
33,82,4,8.45
